v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,,,
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,,,
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",,,
ham,I'm at home. Please call,,,
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",,,
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,
ham,"Mah b, I'll pick it up tomorrow",,,
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,,,
ham,I am 6 ft. We will be a good combination!,,,
ham,Oh thanks a lot..i already bought 2 eggs ..,,,
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,,,
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",,,
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",,,
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,,,
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
ham,U know we watchin at lido?,,,
ham,His bday real is in april .,,,
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,,,
ham,I am not having her number sir,,,
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",,,
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,,,
ham,I am waiting machan. Call me once you free.,,,
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,,,
ham,Shopping? Eh ger i toking abt syd leh...Haha,,,
ham,O. Guess they both got screwd,,,
ham,"Awesome, think we can get an 8th at usf some time tonight?",,,
ham,I'm done oredi...,,,
ham,Watching tv lor. Nice one then i like lor.,,,
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,,,
ham,I'm already back home so no probably not,,,
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,,,
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
ham,Thanks for ve lovely wisheds. You rock,,,
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,,,
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",,,
ham,You bad girl. I can still remember them,,,
ham,I know a few people I can hit up and fuck to the yes,,,
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,,,
ham,Send me your resume:-),,,
spam,Missed call alert. These numbers called but left no message. 07008009200,,,
ham,Am slow in using biola's fne,,,
ham,That's cause your old. I live to be high.,,,
spam,Call FREEPHONE 0800 542 0578 now!,,,
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,,,
ham,Your right! I'll make the appointment right now.,,,
ham,2 laptop... I noe infra but too slow lar... I wan fast one,,,
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",,,
ham,I need details about that online job.,,,
ham,Haiyoh... Maybe your hamster was jealous of million,,,
ham,"Yo, you at jp and hungry like a mofo?",,,
ham,I think u have the wrong number.,,,
ham,You've always been the brainy one.,,,
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,,,
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",,,
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",,,
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,,,
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,,,
ham,If u sending her home first it's ok lor. I'm not ready yet.,,,
ham,Be sure to check your yahoo email. We sent photos yesterday,,,
ham,Yes.. now only saw your message..,,,
ham,Arun can u transfr me d amt,,,
ham,Love it! I want to flood that pretty pussy with cum...,,,
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",,,
ham,Ugh my leg hurts. Musta overdid it on mon.,,,
ham,U sick still can go shopping?,,,
ham,"I can't right this second, gotta hit people up first",,,
ham,What time should I tell my friend to be around?,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,
ham,Hi Harish's rent has been transfred to ur Acnt.,,,
ham,I am going to sao mu today. Will be done only at 12 ,,,
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,,,
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,,,
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,,,
ham,I'm at home n ready...,,,
ham,Haha okay... Today weekend leh... ,,,
ham,"Yep, by the pretty sculpture",,,
ham,Yo sorry was in the shower sup,,,
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,,,
ham,Printer is cool. I mean groovy. Wine is groovying,,,
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,,,
ham,Shall i start from hear.,,,
ham,"Nah man, my car is meant to be crammed full of people",,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,You best watch what you say cause I get drunk as a motherfucker,,,
ham,S..antha num corrct dane,,,
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",,,
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,,,
ham,Then u go back urself lor...,,,
ham,He is there. You call and meet him,,,
ham,Oh ok..,,,
ham,Argh why the fuck is nobody in town ;_;,,,
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",,,
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,,,
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,,,
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",,,
ham,Well boy am I glad G wasted all night at applebees for nothing,,,
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,
ham,Thanx a lot 4 ur help!,,,
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,
ham,Tiwary to rcb.battle between bang and kochi.,,,
ham,Good morning princess! Happy New Year!,,,
ham,Am in film ill call you later.,,,
ham,Oh k.i think most of wi and nz players unsold.,,,
ham,Nope i waiting in sch 4 daddy... ,,,
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,,,
ham,Then dun wear jeans lor...,,,
ham,We're finally ready fyi,,,
ham,Yay can't wait to party together!,,,
ham,Okie...,,,
ham,Having lunch:)you are not in online?why?,,,
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,
ham,X2  &lt;#&gt; . Are you going to get that,,,
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,,,
ham,Ok. No wahala. Just remember that a friend in need ...,,,
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",,,
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,
ham,Actually i'm waiting for 2 weeks when they start putting ad.,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,,,
ham,I'm in a movie... Collect car oredi...,,,
ham,Also that chat was awesome but don't make it regular unless you can see her in person,,,
ham,I will take care of financial problem.i will help:),,,
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\"""""
spam,3. You have received your mobile content. Enjoy,,,
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",,,
ham,Probably earlier than that if the station's where I think it is,,,
ham,Happy New Year Princess!,,,
ham,"Yes, princess. Are you going to make me moan?",,,
ham,"Haha, that was the first person I was gonna ask",,,
ham,Hey i've booked the pilates and yoga lesson already... Haha,,,
ham,Aiyo please Ì_ got time meh.,,,
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",,,
ham,Yar but they say got some error.,,,
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",,,
ham,Huh but i cant go 2 ur house empty handed right?,,,
ham,"Yup, leaving right now, be back soon",,,
ham,A bloo bloo bloo I'll miss the first bowl,,,
ham,No..jst change tat only..,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
ham,Ok lor...,,,
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,,,
ham,Shant disturb u anymore... Jia you...,,,
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
ham,Ok thanx...,,,
ham,Neva mind it's ok..,,,
ham,Should i send you naughty pix? :),,,
ham,ILL B DOWN SOON,,,
ham,"Sorry, I'll call later",,,
ham,Erutupalam thandiyachu,,,
